provinsi,kab_kota,kecamatan,url
Prov. Kalimantan Utara,Kab. Tana Tidung,Kec. Betayau,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/340304
Prov. Kalimantan Utara,Kab. Tana Tidung,Kec. Muruk Rian,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/340305
Prov. Jawa Barat,Kab. Garut,Kec. Garut Kota,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021119
Prov. Jawa Barat,Kab. Garut,Kec. Malangbong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021131
Prov. Jawa Barat,Kab. Garut,Kec. Cilawu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021114
Prov. Jawa Barat,Kab. Garut,Kec. Karangpawitan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021120
Prov. Jawa Barat,Kab. Garut,Kec. Tarogong Kidul,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021140
Prov. Jawa Barat,Kab. Garut,Kec. Bayongbong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021115
Prov. Jawa Barat,Kab. Garut,Kec. Bungbulang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021103
Prov. Jawa Barat,Kab. Garut,Kec. Banyuresmi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021123
Prov. Jawa Barat,Kab. Garut,Kec. Blubur Limbangan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021129
Prov. Jawa Barat,Kab. Garut,Kec. Kadungora,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021128
Prov. Jawa Barat,Kab. Garut,Kec. Pakenjeng,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021105
Prov. Jawa Barat,Kab. Garut,Kec. Tarogong Kaler,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021139
Prov. Jawa Barat,Kab. Garut,Kec. Cisurupan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021116
Prov. Jawa Barat,Kab. Garut,Kec. Cibatu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021126
Prov. Jawa Barat,Kab. Garut,Kec. Leles,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021124
Prov. Jawa Barat,Kab. Garut,Kec. Cikajang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021112
Prov. Jawa Barat,Kab. Garut,Kec. Cisompet,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021109
Prov. Jawa Barat,Kab. Garut,Kec. Sukawening,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021122
Prov. Jawa Barat,Kab. Garut,Kec. Samarang,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021117
Prov. Jawa Barat,Kab. Garut,Kec. Pasirwangi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021136
Prov. Jawa Barat,Kab. Garut,Kec. Cikelet,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021106
Prov. Jawa Barat,Kab. Garut,Kec. Banjarwangi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021113
Prov. Jawa Barat,Kab. Garut,Kec. Caringin,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021133
Prov. Jawa Barat,Kab. Garut,Kec. Cibalong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021108
Prov. Jawa Barat,Kab. Garut,Kec. Cisewu,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021102
Prov. Jawa Barat,Kab. Garut,Kec. Selaawi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021130
Prov. Jawa Barat,Kab. Garut,Kec. Pameungpeuk,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021107
Prov. Jawa Barat,Kab. Garut,Kec. Singajaya,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021111
Prov. Jawa Barat,Kab. Garut,Kec. Wanaraja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021121
Prov. Jawa Barat,Kab. Garut,Kec. Leuwigoong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021125
Prov. Jawa Barat,Kab. Garut,Kec. Cibiuk,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021127
Prov. Jawa Barat,Kab. Garut,Kec. Talegong,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021101
Prov. Jawa Barat,Kab. Garut,Kec. Kersamanah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021138
Prov. Jawa Barat,Kab. Garut,Kec. Peundeuy,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021110
Prov. Jawa Barat,Kab. Garut,Kec. Pangatikan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021143
Prov. Jawa Barat,Kab. Garut,Kec. Karangtengah,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021137
Prov. Jawa Barat,Kab. Garut,Kec. Cigedug,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021141
Prov. Jawa Barat,Kab. Garut,Kec. Sukaresmi,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021135
Prov. Jawa Barat,Kab. Garut,Kec. Mekarmukti,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021132
Prov. Jawa Barat,Kab. Garut,Kec. Sucinaraja,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021142
Prov. Jawa Barat,Kab. Garut,Kec. Pamulihan,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021104
Prov. Jawa Barat,Kab. Garut,Kec. Cihurip,http://dapo.dikdasmen.kemdikbud.go.id/sp/3/021134
